average_song_duration_in_minitues,average_song_valience,date
3.4303587500000003,0.5468999999999998,2009-03-27
3.5719441666666665,0.578525,2009-04-03
3.695490170940171,0.5874102564102562,2009-04-10
3.6754425,0.5692499999999999,2009-04-17
3.7569958333333333,0.5929999999999997,2009-04-24
3.8635952991452993,0.5728948717948718,2009-05-01
3.7470786324786323,0.5991256410256409,2009-05-08
3.773573076923077,0.605228205128205,2009-05-15
3.7934987179487174,0.624228205128205,2009-05-22
3.8131520833333337,0.5978725,2009-05-29
3.7824091666666666,0.6004225,2009-06-05
3.8175924999999995,0.5840474999999999,2009-06-12
3.936170416666667,0.5501225,2009-06-19
3.94095125,0.5424225,2009-06-26
4.115525,0.5452724999999999,2009-07-03
4.305877499999999,0.5761249999999999,2009-07-10
4.163807916666666,0.5807749999999998,2009-07-17
4.018405416666667,0.6020999999999999,2009-07-24
3.910350833333333,0.5845999999999998,2009-07-31
3.861500833333333,0.5529999999999997,2009-08-07
3.841790170940171,0.5477179487179485,2009-08-14
3.9298706140350874,0.6140789473684208,2009-08-21
3.8623197368421054,0.6066842105263156,2009-08-28
3.7134508547008545,0.5920769230769231,2009-09-04
3.709681623931624,0.5807692307692306,2009-09-11
3.7644858974358972,0.6006666666666667,2009-09-18
3.7113162280701757,0.6361052631578948,2009-09-25
3.573891666666667,0.6152368421052631,2009-10-02
3.679240350877193,0.5945526315789473,2009-10-09
3.713002564102564,0.5986153846153845,2009-10-16
3.860113675213675,0.6145128205128204,2009-10-23
3.776959829059829,0.5854358974358974,2009-10-30
3.7818247863247865,0.5896923076923076,2009-11-06
3.8403125,0.5480750000000001,2009-11-13
3.8578587499999997,0.5662,2009-11-20
3.8024712499999995,0.5330999999999999,2009-11-27
3.8012404166666665,0.5130250000000001,2009-12-04
3.938505833333333,0.5471674999999999,2009-12-11
3.970885416666667,0.5536924999999998,2009-12-18
3.9307954166666668,0.5108074999999999,2009-12-25
3.851005128205128,0.5665307692307691,2010-01-01
3.896377777777778,0.5536589743589743,2010-01-08
3.769446153846154,0.5507128205128203,2010-01-15
3.7870059829059826,0.5263025641025639,2010-01-22
3.7174829059829055,0.5334051282051282,2010-01-29
3.742939743589744,0.5573025641025641,2010-02-05
3.7367649572649575,0.5576871794871795,2010-02-12
3.723036403508772,0.5383105263157894,2010-02-19
3.6942166666666667,0.536792105263158,2010-02-26
3.6386679824561403,0.5560447368421053,2010-03-05
3.5778461538461537,0.5226435897435898,2010-03-12
3.664559401709402,0.5341538461538462,2010-03-19
3.640732478632479,0.5130538461538462,2010-03-26
3.6932833333333335,0.5122307692307693,2010-04-02
3.759037280701754,0.5128421052631579,2010-04-09
3.7689166666666667,0.5402051282051281,2010-04-16
3.6544269230769233,0.564,2010-04-23
3.7247141025641026,0.5871025641025641,2010-04-30
3.832515,0.57595,2010-05-07
3.8746733333333334,0.5582750000000001,2010-05-14
3.820851666666667,0.538225,2010-05-21
3.820515,0.5423749999999999,2010-05-28
3.8671408333333335,0.5526899999999999,2010-06-04
3.8575991228070174,0.5670263157894736,2010-06-11
3.797384188034188,0.5551025641025641,2010-06-18
3.6423517094017095,0.5769487179487179,2010-06-25
3.629920512820513,0.5880769230769229,2010-07-02
3.6472286324786323,0.5677692307692307,2010-07-09
3.656431196581196,0.5859999999999999,2010-07-16
3.597679487179487,0.5925641025641024,2010-07-23
3.5222061403508773,0.5840263157894735,2010-07-30
3.550496929824561,0.5788157894736842,2010-08-06
3.523288596491228,0.569578947368421,2010-08-13
3.581747863247863,0.5289230769230769,2010-08-20
3.6054341666666665,0.5147750000000001,2010-08-27
3.68181,0.51715,2010-09-03
3.613339166666667,0.516265,2010-09-10
3.60759625,0.5302500000000001,2010-09-17
3.584825833333333,0.5181500000000001,2010-09-24
3.4391762500000005,0.4926925000000001,2010-10-01
3.649268333333333,0.4959975,2010-10-08
3.6364799999999997,0.53224,2010-10-15
3.611526315789474,0.5394368421052632,2010-10-22
3.6986136752136747,0.5160076923076923,2010-10-29
3.6769799145299147,0.5368025641025641,2010-11-05
3.6887995726495726,0.5717589743589743,2010-11-12
3.661308547008547,0.5578615384615385,2010-11-19
3.8279837606837606,0.5634769230769231,2010-11-26
3.635755,0.563315,2010-12-03
3.7370091666666663,0.51882,2010-12-10
3.8303279166666666,0.53887,2010-12-17
3.77591,0.48150249999999994,2010-12-24
3.7697547008547008,0.5274307692307691,2010-12-31
3.748031623931624,0.5801487179487179,2011-01-07
3.725361538461539,0.5434769230769231,2011-01-14
3.7854254166666665,0.5367,2011-01-21
3.6696516666666668,0.55584,2011-01-28
3.7038576923076922,0.5263743589743589,2011-02-04
3.7875688034188033,0.5481948717948718,2011-02-11
3.782238333333333,0.5658900000000001,2011-02-18
3.7663293859649127,0.552042105263158,2011-02-25
3.7668377192982456,0.5200157894736842,2011-03-04
3.6826258333333333,0.49639,2011-03-11
3.7849695833333334,0.523965,2011-03-18
3.7468641666666667,0.4994150000000002,2011-03-25
3.6004908333333336,0.4958150000000002,2011-04-01
3.594669166666667,0.48954000000000014,2011-04-08
3.7123191666666666,0.4842150000000001,2011-04-15
3.709575,0.4943750000000001,2011-04-22
3.803376068376068,0.5332051282051282,2011-04-29
3.814852136752137,0.5221538461538463,2011-05-06
3.7522499999999996,0.5137435897435898,2011-05-13
3.754704700854701,0.5293333333333334,2011-05-20
3.817744017094017,0.5183589743589746,2011-05-27
3.805135042735043,0.5423076923076925,2011-06-03
3.835183333333333,0.5237076923076924,2011-06-10
3.9132688034188035,0.498769230769231,2011-06-17
3.916602564102564,0.5553846153846155,2011-06-24
3.8719294871794867,0.5814102564102565,2011-07-01
3.849446052631579,0.5633947368421054,2011-07-08
3.779834210526316,0.5660526315789474,2011-07-15
3.796355701754386,0.5622368421052633,2011-07-22
3.7213776315789473,0.5474736842105263,2011-07-29
3.7150824786324788,0.5445897435897437,2011-08-05
3.7559581196581195,0.519348717948718,2011-08-12
3.8312739316239317,0.5188615384615385,2011-08-19
3.8450418803418804,0.4992205128205129,2011-08-26
3.766405555555556,0.5223461538461539,2011-09-02
3.8072379166666663,0.5136625,2011-09-09
3.7599025,0.5246375000000001,2011-09-16
3.8197970833333335,0.5110650000000001,2011-09-23
3.7797408333333338,0.5072150000000001,2011-09-30
3.8689808333333335,0.5209900000000001,2011-10-07
3.8250195833333334,0.5098900000000002,2011-10-14
3.8101020833333332,0.5248650000000001,2011-10-21
3.7729145833333333,0.5211425000000001,2011-10-28
3.7034808333333333,0.5100800000000001,2011-11-04
3.5975129166666666,0.46247,2011-11-11
3.7877804166666666,0.4366675,2011-11-18
3.9445112499999997,0.4282275000000001,2011-11-25
3.8898846153846156,0.4865923076923077,2011-12-02
3.9714979166666664,0.48690249999999996,2011-12-09
3.962602083333333,0.5214524999999999,2011-12-16
4.018887083333333,0.5256775,2011-12-23
3.6894808333333335,0.5495275,2011-12-30
3.8370312500000003,0.5231275000000001,2012-01-06
3.8388133333333334,0.5046525000000001,2012-01-13
3.7734579166666666,0.5461775000000001,2012-01-20
3.8530595833333336,0.5357025,2012-01-27
3.8993229166666667,0.5500025000000001,2012-02-03
3.861684188034188,0.5421820512820513,2012-02-10
3.7908196581196583,0.5474641025641026,2012-02-17
3.825157264957265,0.5037717948717949,2012-02-24
3.8000863247863252,0.49996153846153835,2012-03-02
3.7395935897435897,0.5050384615384614,2012-03-09
3.703585087719298,0.575286842105263,2012-03-16
3.744690789473684,0.552878947368421,2012-03-23
3.734872807017544,0.5410631578947369,2012-03-30
3.7596034188034184,0.5497666666666666,2012-04-06
3.739692307692308,0.5460230769230768,2012-04-13
3.812344871794872,0.5321410256410257,2012-04-20
3.7219303418803418,0.5452307692307694,2012-04-27
3.750058547008547,0.5438717948717949,2012-05-04
3.6765794871794872,0.5626410256410255,2012-05-11
3.719505128205128,0.5552564102564101,2012-05-18
3.5195170940170946,0.5372051282051281,2012-05-25
3.6004416666666668,0.56315,2012-06-01
3.6351720833333334,0.53805,2012-06-08
3.6634779166666664,0.495275,2012-06-15
3.5069483333333333,0.47497499999999987,2012-06-22
3.6732154166666664,0.49862499999999993,2012-06-29
3.723883333333333,0.517075,2012-07-06
3.641330416666667,0.5038499999999999,2012-07-13
3.7498183333333333,0.5375749999999999,2012-07-20
4.1205175,0.51739,2012-07-27
4.060026250000001,0.517065,2012-08-03
3.9236025,0.515715,2012-08-10
3.9385863247863253,0.5367333333333333,2012-08-17
3.7149670833333333,0.4769025000000001,2012-08-24
3.946009166666667,0.5059025000000001,2012-08-31
3.84425875,0.5375525000000002,2012-09-07
3.9016183333333334,0.5312775000000002,2012-09-14
3.865111111111111,0.5088333333333335,2012-09-21
3.8714149572649577,0.5153974358974359,2012-09-28
3.857194444444444,0.47662820512820514,2012-10-05
3.8332454166666667,0.48318500000000003,2012-10-12
3.843239166666667,0.471185,2012-10-19
3.749908333333333,0.5059600000000001,2012-10-26
3.745292307692308,0.4847923076923078,2012-11-02
3.83093375,0.4998250000000001,2012-11-09
3.6471229166666665,0.48339250000000006,2012-11-16
3.8285375000000004,0.46669250000000007,2012-11-23
3.70394625,0.4940075000000001,2012-11-30
3.8338812499999997,0.46888250000000004,2012-12-07
3.9200516666666667,0.4887825,2012-12-14
3.799685833333333,0.49533249999999995,2012-12-21
3.7866816666666665,0.4986075,2012-12-28
3.60519,0.5401825,2013-01-04
3.5112645833333334,0.5305075,2013-01-11
3.68045,0.4970600000000001,2013-01-18
3.630247916666667,0.5192075,2013-01-25
3.6719370833333334,0.5066325,2013-02-01
3.654299166666667,0.5321075,2013-02-08
3.579367916666667,0.5670850000000002,2013-02-15
3.733907916666667,0.56111,2013-02-22
3.6885649999999996,0.5206600000000001,2013-03-01
3.8021487499999997,0.503935,2013-03-08
3.770426666666667,0.5481475,2013-03-15
3.7851370833333333,0.5378975000000001,2013-03-22
3.737415,0.5332475000000001,2013-03-29
3.815988333333333,0.5607000000000001,2013-04-05
3.7861024999999997,0.596775,2013-04-12
3.611123333333333,0.58855,2013-04-19
3.7961456140350878,0.588713157894737,2013-04-26
3.766726923076923,0.5772564102564104,2013-05-03
3.758960087719298,0.579513157894737,2013-05-10
3.8422241228070173,0.5744473684210527,2013-05-17
3.7916020833333333,0.5519000000000002,2013-05-24
3.729054583333333,0.5579250000000001,2013-05-31
3.8140945833333335,0.5470750000000002,2013-06-07
3.6394410256410255,0.5395102564102564,2013-06-14
3.7574125,0.5548225000000002,2013-06-21
3.473068376068376,0.49335641025641036,2013-06-28
3.4983529914529914,0.499871794871795,2013-07-05
3.642292735042735,0.5116564102564103,2013-07-12
3.5542283333333335,0.506165,2013-07-19
3.624769583333333,0.5604,2013-07-26
3.617025,0.538025,2013-08-02
3.725196153846154,0.5446410256410257,2013-08-09
3.7652700854700853,0.5528205128205129,2013-08-16
3.7929975,0.5739500000000001,2013-08-23
3.7597316239316236,0.543948717948718,2013-08-30
3.85071282051282,0.5155384615384616,2013-09-06
3.8263200854700856,0.5058461538461538,2013-09-13
3.7870508547008543,0.501948717948718,2013-09-20
3.7636458333333334,0.4772499999999999,2013-09-27
3.8373558333333335,0.487475,2013-10-04
3.8084120833333333,0.4866499999999999,2013-10-11
3.799538333333333,0.47579999999999983,2013-10-18
3.8307791666666664,0.43771999999999994,2013-10-25
3.8698920833333332,0.46697,2013-11-01
3.6298483333333333,0.46221999999999996,2013-11-08
3.6969270833333336,0.494745,2013-11-15
3.6537208333333333,0.44655750000000005,2013-11-22
3.656574583333333,0.44777000000000006,2013-11-29
3.7632608333333333,0.433115,2013-12-06
3.9059620833333337,0.42750750000000004,2013-12-13
3.946501666666667,0.4514100000000001,2013-12-20
3.861050833333333,0.42783499999999997,2013-12-27
3.84954625,0.47417499999999996,2014-01-03
3.7751175,0.44697,2014-01-10
3.7693579166666664,0.4237549999999999,2014-01-17
3.6873604166666665,0.44908000000000003,2014-01-24
3.722717916666667,0.49206249999999996,2014-01-31
3.8303333333333334,0.49024,2014-02-07
3.773510416666667,0.49031499999999995,2014-02-14
3.75894375,0.5282,2014-02-21
3.64648625,0.47238749999999985,2014-02-28
3.6974908333333336,0.4721124999999999,2014-03-07
3.7896779166666668,0.4958124999999998,2014-03-14
3.5540375,0.4967624999999999,2014-03-21
3.5779966666666665,0.48604499999999995,2014-03-28
3.6347295833333333,0.4745425,2014-04-04
3.740454583333333,0.4579374999999999,2014-04-11
3.6558341666666663,0.47158,2014-04-18
3.55786875,0.48336749999999984,2014-04-25
3.7186458333333334,0.4334624999999999,2014-05-02
3.83295875,0.45616999999999985,2014-05-09
3.908112393162393,0.469453846153846,2014-05-16
3.913309166666666,0.47210499999999983,2014-05-23
3.9566222222222223,0.4519282051282049,2014-05-30
4.0123140350877184,0.45193947368421045,2014-06-06
3.8590196581196583,0.4876846153846152,2014-06-13
3.6644273504273506,0.47302564102564093,2014-06-20
3.677947863247863,0.5347692307692307,2014-06-27
3.7253129166666668,0.559875,2014-07-04
3.6614441666666666,0.5634749999999998,2014-07-11
3.68815,0.5728749999999999,2014-07-18
3.6091912500000003,0.5749249999999999,2014-07-25
3.6092311965811965,0.5733589743589743,2014-08-01
3.562155982905983,0.5989999999999999,2014-08-08
3.5862233333333333,0.584475,2014-08-15
3.5246363247863246,0.5851025641025639,2014-08-22
3.576126923076923,0.5853589743589742,2014-08-29
3.617179385964912,0.5960263157894736,2014-09-05
3.5036570175438593,0.5981315789473683,2014-09-12
3.5767760683760685,0.5873461538461537,2014-09-19
3.62458717948718,0.5671923076923076,2014-09-26
3.6530089743589746,0.5752307692307692,2014-10-03
3.6454141025641027,0.5645384615384614,2014-10-10
3.5871808333333335,0.5546749999999999,2014-10-17
3.5711299999999997,0.55082,2014-10-24
3.5710837499999997,0.5828499999999999,2014-10-31
3.599127777777778,0.5847179487179486,2014-11-07
3.65634188034188,0.5505384615384615,2014-11-14
3.4560120833333334,0.5232249999999998,2014-11-21
3.5199629166666666,0.4945249999999999,2014-11-28
3.5930692307692307,0.5018589743589743,2014-12-05
3.7381375,0.4847874999999998,2014-12-12
3.677632083333333,0.5237624999999999,2014-12-19
3.667842307692308,0.5371923076923076,2014-12-26
3.695121794871795,0.5718846153846153,2015-01-02
3.5716701754385967,0.5697631578947367,2015-01-09
3.610377192982456,0.5486578947368419,2015-01-16
3.6078530701754388,0.5662105263157894,2015-01-23
3.5897947368421055,0.5814473684210526,2015-01-30
3.540026068376068,0.5657948717948716,2015-02-06
3.5254935897435895,0.5466153846153846,2015-02-13
3.519798333333333,0.5621999999999999,2015-02-20
3.5356733333333334,0.5355999999999999,2015-02-27
3.5673012500000003,0.5301999999999999,2015-03-06
3.54616625,0.503825,2015-03-13
3.6083854700854703,0.4849230769230769,2015-03-20
3.5206987499999998,0.493525,2015-03-27
3.5729679166666672,0.507425,2015-04-03
3.656293333333333,0.52205,2015-04-10
3.6488537500000002,0.5129250000000001,2015-04-17
3.66473125,0.5156,2015-04-24
3.6714904166666664,0.520375,2015-05-01
3.682395833333333,0.5290250000000001,2015-05-08
3.665495416666667,0.5142,2015-05-15
3.6556208333333333,0.514775,2015-05-22
3.6075774999999997,0.5232,2015-05-29
3.6407591666666668,0.5032,2015-06-05
3.6268075,0.515875,2015-06-12
3.636295416666667,0.5083499999999999,2015-06-19
3.5966397435897437,0.49358974358974367,2015-06-26
3.5901803418803415,0.48433333333333334,2015-07-03
3.532480769230769,0.49597435897435904,2015-07-10
3.6148700854700855,0.509923076923077,2015-07-17
3.6266256410256412,0.517948717948718,2015-07-24
3.6420952991452986,0.5104871794871796,2015-07-31
3.583563247863248,0.502871794871795,2015-08-07
3.5606533333333337,0.50252,2015-08-14
3.4377162500000003,0.496445,2015-08-21
3.4601591666666662,0.47687,2015-08-28
3.518885,0.49133249999999995,2015-09-04
3.547118333333333,0.503345,2015-09-11
3.5250764957264957,0.5026102564102565,2015-09-18
3.58655811965812,0.4930307692307693,2015-09-25
3.6050444444444443,0.4783205128205128,2015-10-02
3.4549803418803418,0.4866333333333333,2015-10-09
3.4707512820512822,0.49093589743589744,2015-10-16
3.434057692307692,0.4706846153846156,2015-10-23
3.5005217948717946,0.46640256410256425,2015-10-30
3.5020376068376065,0.4697871794871796,2015-11-06
3.581373333333333,0.4699650000000001,2015-11-13
3.6198233333333336,0.4448650000000002,2015-11-20
3.6673299145299145,0.42581025641025644,2015-11-27
3.7712615384615384,0.44498974358974364,2015-12-04
3.801328333333333,0.46159,2015-12-11
3.7325745833333333,0.49592249999999993,2015-12-18
3.79012625,0.48029749999999993,2015-12-25
3.775745726495727,0.5031974358974358,2016-01-01
3.6286042735042736,0.4780615384615385,2016-01-08
3.8774291666666665,0.47383500000000006,2016-01-15
3.7502995833333332,0.4597850000000001,2016-01-22
3.566420416666667,0.48138500000000006,2016-01-29
3.631178333333333,0.4780025,2016-02-05
3.6190708333333332,0.47112750000000003,2016-02-12
3.6247358333333333,0.475225,2016-02-19
3.639344583333333,0.48127499999999995,2016-02-26
3.65043125,0.488875,2016-03-04
3.6350925,0.4951249999999999,2016-03-11
3.6524558333333337,0.48715,2016-03-18
3.6338725000000003,0.5182749999999999,2016-03-25
3.632879583333333,0.5148499999999999,2016-04-01
3.544642916666667,0.5511,2016-04-08
3.5702833333333337,0.5461025641025641,2016-04-15
3.6211803418803417,0.5401025641025642,2016-04-22
3.8105552631578945,0.5755526315789474,2016-04-29
3.6609258771929825,0.5599473684210526,2016-05-06
3.6816068376068376,0.5505128205128205,2016-05-13
3.621664957264957,0.5278205128205128,2016-05-20
3.7535192307692307,0.5447179487179488,2016-05-27
3.6617679487179493,0.5547948717948719,2016-06-03
3.693203418803419,0.5452051282051281,2016-06-10
3.7140222222222223,0.4955897435897435,2016-06-17
3.537402991452992,0.5290256410256409,2016-06-24
3.625484188034188,0.5536410256410255,2016-07-01
3.6119329059829055,0.5476666666666666,2016-07-08
3.634870512820513,0.5268205128205127,2016-07-15
3.6113517094017094,0.5515641025641026,2016-07-22
3.591276923076923,0.5569487179487179,2016-07-29
3.599083783783784,0.5487837837837837,2016-08-05
3.552786036036036,0.5513783783783783,2016-08-12
3.538077027027027,0.5502702702702703,2016-08-19
3.481079824561404,0.5540526315789474,2016-08-26
3.5106070175438595,0.5517105263157894,2016-09-02
3.5059293859649125,0.511,2016-09-09
3.4915197368421054,0.514728947368421,2016-09-16
3.495739035087719,0.5010184210526315,2016-09-23
3.48717850877193,0.5123605263157894,2016-09-30
3.497584234234234,0.5029108108108108,2016-10-07
3.5194986486486486,0.49366756756756763,2016-10-14
3.540015315315315,0.5213432432432433,2016-10-21
3.5734418918918918,0.5364783783783785,2016-10-28
3.6132287037037036,0.5297944444444445,2016-11-04
3.555388157894737,0.5408842105263157,2016-11-11
3.6203594017094014,0.5099897435897438,2016-11-18
3.5536026315789475,0.5274368421052633,2016-11-25
3.660209649122807,0.5330947368421054,2016-12-02
3.6651141025641025,0.5394256410256411,2016-12-09
3.693244871794872,0.533323076923077,2016-12-16
3.658694871794872,0.5465282051282053,2016-12-23
3.6447354700854704,0.5521435897435898,2016-12-30
3.5416008547008544,0.5118615384615385,2017-01-06
3.5783700854700853,0.5200666666666667,2017-01-13
3.6111978632478627,0.507425641025641,2017-01-20
3.6034008547008543,0.5275641025641027,2017-01-27
3.530095299145299,0.5177435897435898,2017-02-03
3.5836846153846156,0.5139487179487181,2017-02-10
3.5836653846153843,0.49425641025641026,2017-02-17
3.6271982905982907,0.459948717948718,2017-02-24
3.546449572649572,0.4715641025641026,2017-03-03
3.587971666666667,0.49215,2017-03-10
3.546910416666667,0.49429999999999996,2017-03-17
3.6291819819819815,0.48008108108108105,2017-03-24
3.6446539473684205,0.4868605263157894,2017-03-31
3.649184583333333,0.49624249999999986,2017-04-07
3.6364575,0.49209249999999993,2017-04-14
3.5972941666666665,0.49309249999999993,2017-04-21
3.568324166666667,0.5297925,2017-04-28
3.6191615384615385,0.5443,2017-05-05
3.6433683333333335,0.5650175000000001,2017-05-12
3.61879625,0.5805425000000002,2017-05-19
3.5829606837606836,0.5783076923076924,2017-05-26
3.59005375,0.6003000000000001,2017-06-02
3.6331149999999997,0.5809750000000002,2017-06-09
3.540975,0.5761750000000001,2017-06-16
3.5032619658119657,0.5918179487179488,2017-06-23
3.4192880341880345,0.5703820512820514,2017-06-30
3.5043884615384613,0.5829205128205128,2017-07-07
3.4851465811965814,0.5833846153846154,2017-07-14
3.529617948717949,0.5776358974358975,2017-07-21
3.539599145299145,0.5811282051282053,2017-07-28
3.52002264957265,0.5871538461538461,2017-08-04
3.425923076923077,0.5696666666666668,2017-08-11
3.4298303418803417,0.6000000000000001,2017-08-18
3.325855128205128,0.5806666666666667,2017-08-25
3.3222158333333334,0.597875,2017-09-01
3.3052254166666666,0.5835750000000001,2017-09-08
3.345907083333333,0.5634174999999999,2017-09-15
3.393085833333333,0.5746425,2017-09-22
3.37666875,0.5407675,2017-09-29
3.392150833333333,0.5297424999999999,2017-10-06
3.3841262500000004,0.4867324999999999,2017-10-13
3.3894895833333334,0.49963249999999987,2017-10-20
3.4087354166666666,0.5075925,2017-10-27
3.5310116666666667,0.5008174999999999,2017-11-03
3.5946533333333335,0.4679925000000001,2017-11-10
3.4689075000000003,0.48316749999999997,2017-11-17
3.521189166666667,0.49056750000000005,2017-11-24
3.5675549999999996,0.5245175000000001,2017-12-01
3.59844125,0.5186175000000002,2017-12-08
3.6515041666666668,0.577175,2017-12-15
3.6978491452991453,0.5853333333333334,2017-12-22
3.6966612499999996,0.5832750000000001,2017-12-29
3.588587606837607,0.5046589743589744,2018-01-05
3.673314957264957,0.5209487179487181,2018-01-12
3.63197125,0.5288250000000001,2018-01-19
3.639870833333333,0.5068500000000001,2018-01-26
3.6165524999999996,0.5168250000000001,2018-02-02
3.6549983333333333,0.5102500000000001,2018-02-09
3.5140933333333337,0.5023500000000001,2018-02-16
3.5284095833333335,0.5110250000000001,2018-02-23
3.5238108333333336,0.5160000000000002,2018-03-02
3.5535004166666666,0.5111250000000002,2018-03-09
3.5011629166666665,0.49557,2018-03-16
3.4850933333333334,0.4928199999999999,2018-03-23
3.479386666666667,0.48421999999999993,2018-03-30
3.50481375,0.47269500000000003,2018-04-06
3.4995954166666667,0.48317,2018-04-13
3.5230041666666665,0.49311999999999995,2018-04-20
3.4807704166666666,0.5174000000000001,2018-04-27
3.5136725,0.4974450000000001,2018-05-04
3.5154712499999996,0.5301449999999999,2018-05-11
3.596236666666667,0.5435,2018-05-18
3.5322408333333333,0.4986699999999999,2018-05-25
3.5156012500000005,0.5142699999999999,2018-06-01
3.521045416666667,0.51732,2018-06-08
3.5355966666666663,0.5086949999999999,2018-06-15
3.466190416666666,0.5338949999999999,2018-06-22
3.392345833333333,0.5106325,2018-06-29
3.4827174999999997,0.50447,2018-07-06
3.4235354166666667,0.5315324999999999,2018-07-13
3.448839583333333,0.48653250000000003,2018-07-20
3.4400254166666664,0.463185,2018-07-27
3.4290083333333334,0.48333249999999994,2018-08-03
3.4857825,0.47049250000000004,2018-08-10
3.5190766666666664,0.48241749999999994,2018-08-17
3.381440833333334,0.47223249999999994,2018-08-24
3.3725779166666663,0.4576725,2018-08-31
3.3700220833333336,0.45120249999999995,2018-09-07
3.4240237499999995,0.4403775,2018-09-14
3.4717333333333333,0.4372025,2018-09-21
3.42136,0.4402025,2018-09-28
3.328552136752137,0.4470282051282051,2018-10-05
3.304486666666667,0.468595,2018-10-12
3.242633333333333,0.4589699999999999,2018-10-19
3.2572441666666667,0.4489949999999999,2018-10-26
3.2345966666666666,0.45904000000000006,2018-11-02
3.3197799999999997,0.4244649999999999,2018-11-09
3.355595833333333,0.45444000000000007,2018-11-16
3.341715811965812,0.43445128205128186,2018-11-23
3.376989583333333,0.43384,2018-11-30
3.560732916666667,0.4851650000000001,2018-12-07
3.5902208333333334,0.52219,2018-12-14
3.5671079166666666,0.533815,2018-12-21
3.6244854166666665,0.6227900000000001,2018-12-28
3.429156666666666,0.42956000000000005,2019-01-04
3.33124625,0.45609,2019-01-11
3.326780416666667,0.4543150000000001,2019-01-18
3.239169583333333,0.45344000000000007,2019-01-25
3.2187399999999995,0.4664900000000001,2019-02-01
3.2956808333333334,0.4724400000000002,2019-02-08
3.139300833333333,0.42799000000000015,2019-02-15
3.1218816666666664,0.44109000000000015,2019-02-22
3.1676291666666665,0.4707650000000001,2019-03-01
3.144330416666667,0.47650000000000015,2019-03-08
3.3005055555555556,0.5105384615384616,2019-03-15
3.3072337606837605,0.5180256410256412,2019-03-22
3.190619658119658,0.4891282051282052,2019-03-29
3.0859829059829056,0.5109743589743589,2019-04-05
3.0707435897435897,0.5105128205128207,2019-04-12
3.1485811965811963,0.5178717948717949,2019-04-19
3.16742094017094,0.501,2019-04-26
3.0972602564102565,0.4881538461538463,2019-05-03
3.2288358974358977,0.5111538461538463,2019-05-10
3.218001666666667,0.512675,2019-05-17
3.282702083333333,0.533425,2019-05-24
3.2254154166666664,0.539775,2019-05-31
3.24190625,0.5130250000000001,2019-06-07
3.3828376068376067,0.5435897435897437,2019-06-14
3.3848688034188035,0.5404871794871795,2019-06-21
3.2608940170940173,0.5427358974358975,2019-06-28
3.4031016666666667,0.5431175,2019-07-05
3.3806941666666663,0.5112924999999999,2019-07-12
3.40495,0.506120512820513,2019-07-19
3.3886208333333334,0.5278175,2019-07-26
3.3781620833333337,0.5259675000000001,2019-08-02
3.4429269230769233,0.5467358974358976,2019-08-09
3.455992735042735,0.5447615384615386,2019-08-16
3.4243935897435893,0.5422487179487181,2019-08-23
3.4091055555555556,0.5582564102564103,2019-08-30
3.3388412280701756,0.5707631578947369,2019-09-06
3.271778947368421,0.5537894736842108,2019-09-13
3.254364035087719,0.5502894736842107,2019-09-20
3.2648846846846853,0.5621081081081083,2019-09-27
3.226601388888889,0.5497777777777779,2019-10-04
3.184529487179487,0.5186282051282053,2019-10-11
3.190573931623932,0.5193974358974359,2019-10-18
3.2096594017094016,0.5217820512820514,2019-10-25
3.142695299145299,0.49744358974358976,2019-11-01
3.1467935897435897,0.4965717948717949,2019-11-08
3.1887841880341883,0.510597435897436,2019-11-15
3.23552625,0.49833250000000007,2019-11-22
3.2976379166666665,0.4983075000000001,2019-11-29
3.4194708333333335,0.4914325,2019-12-06
3.5165604166666666,0.515095,2019-12-13
3.5080991452991457,0.49233333333333335,2019-12-20
3.4267482905982907,0.5796666666666667,2019-12-27
3.2441431623931627,0.4711743589743591,2020-01-03
3.2584183760683763,0.45828974358974367,2020-01-10
3.2975841666666663,0.4751825000000002,2020-01-17
3.3330444444444445,0.4707256410256412,2020-01-24
3.33412972972973,0.4845081081081084,2020-01-31
3.2582,0.5249944444444447,2020-02-07
3.279375641025641,0.5004051282051284,2020-02-14
3.3104066666666663,0.47318750000000015,2020-02-21
3.3858733333333335,0.46411750000000007,2020-02-28
3.4015229166666665,0.48357250000000007,2020-03-06
3.3605108333333336,0.5205975,2020-03-13
3.2483216666666666,0.5491475,2020-03-20
3.3247075,0.5544724999999999,2020-03-27
3.305095,0.5722975,2020-04-03
3.269201666666667,0.5924475,2020-04-10
3.2568008333333327,0.5724975,2020-04-17
3.3615179166666667,0.5613799999999999,2020-04-24
3.3472437499999996,0.5626549999999999,2020-05-01
3.3956671171171178,0.5505459459459457,2020-05-08
3.2905307017543857,0.5372421052631577,2020-05-15
3.18064649122807,0.5509526315789472,2020-05-22
3.2032666666666665,0.5742162162162161,2020-05-29
3.143531196581196,0.5986666666666666,2020-06-05
3.170401754385965,0.5983421052631577,2020-06-12
3.238773504273504,0.5763846153846153,2020-06-19
3.205728205128205,0.5703333333333332,2020-06-26
